"Date","Year","Quarter","Month_Number","Month_Name","Product_Category","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-03-29",2025,1,3,March,Pretend Play,79,1458.3400000000004,849.4899999999999,608.8499999999999,0.41749523430750013
"2025-03-29",2025,1,3,March,Puzzles,141,2102.7799999999997,1092.8400000000004,1009.9400000000003,0.4802879996956412
"2025-03-29",2025,1,3,March,STEM Kits,107,2202.17,1275.05,927.1200000000001,0.42100291984724164
"2025-03-29",2025,1,3,March,Toy Vehicles,138,2417.05,1364.15,1052.8999999999994,0.43561366128131374
"2025-03-30",2025,1,3,March,Action Figures,189,3599.1999999999975,2057.019999999999,1542.1799999999996,0.42847855078906444
"2025-03-30",2025,1,3,March,Arts & Crafts,160,1772.7200000000003,1058.7099999999998,714.0100000000001,0.4027765242113814
"2025-03-30",2025,1,3,March,Baby & Toddler,177,2504.63,1437.1100000000006,1067.5199999999993,0.4262186430730285
"2025-03-30",2025,1,3,March,Board Games,98,1590.0000000000002,862.0900000000005,727.91,0.4578050314465408
"2025-03-30",2025,1,3,March,Building Blocks,68,1025.25,597.03,428.22000000000014,0.41767373811265557
"2025-03-30",2025,1,3,March,Card Games,79,1869.1000000000004,993.22,875.8800000000001,0.4686105612326788
"2025-03-30",2025,1,3,March,Collectibles,7,135.73000000000002,66.63999999999999,69.09,0.5090252707581226
"2025-03-30",2025,1,3,March,Dolls,130,2196.3399999999992,1247.4499999999998,948.8900000000002,0.4320323811431748
"2025-03-30",2025,1,3,March,Educational,133,2468.0000000000005,1354.9999999999998,1113.0,0.4509724473257698
"2025-03-30",2025,1,3,March,Model Kits,51,859.3600000000001,470.38000000000005,388.97999999999996,0.4526391733382982
"2025-03-30",2025,1,3,March,Outdoor Play,111,2003.18,1111.5299999999997,891.6500000000003,0.4451172635509541
"2025-03-30",2025,1,3,March,Plush,79,1395.7999999999997,822.08,573.7199999999999,0.4110330992978937
"2025-03-30",2025,1,3,March,Pretend Play,82,1502.5900000000001,887.8900000000001,614.6999999999999,0.4090936316626624
"2025-03-30",2025,1,3,March,Puzzles,98,1640.2399999999996,848.8,791.4400000000002,0.4825147539384483
"2025-03-30",2025,1,3,March,STEM Kits,89,1973.44,1103.6000000000004,869.84,0.4407734717042322
"2025-03-30",2025,1,3,March,Toy Vehicles,112,1732.3099999999997,1016.6499999999999,715.66,0.4131246716811657
"2025-03-31",2025,1,3,March,Action Figures,160,3651.649999999999,2049.7400000000002,1601.9099999999996,0.4386811441403201
"2025-03-31",2025,1,3,March,Arts & Crafts,157,1934.41,1127.3300000000002,807.08,0.417222822462663
"2025-03-31",2025,1,3,March,Baby & Toddler,109,1864.6499999999994,1035.3999999999999,829.2499999999999,0.4447215295095595
"2025-03-31",2025,1,3,March,Board Games,67,1334.14,760.1600000000001,573.9799999999999,0.43022471404800083
"2025-03-31",2025,1,3,March,Building Blocks,108,1822.7499999999998,1012.9099999999999,809.8399999999999,0.4442957070360719
"2025-03-31",2025,1,3,March,Card Games,92,2248.6200000000003,1171.39,1077.2300000000002,0.4790627140201546
"2025-03-31",2025,1,3,March,Collectibles,15,290.85,142.79999999999998,148.05,0.5090252707581228
"2025-03-31",2025,1,3,March,Dolls,97,1772.2599999999998,935.3500000000001,836.9100000000002,0.4722275512622303
"2025-03-31",2025,1,3,March,Educational,103,1812.3900000000003,975.6899999999998,836.6999999999997,0.461655603926307
"2025-03-31",2025,1,3,March,Model Kits,42,718.0799999999999,398.37,319.71,0.4452289438502674
"2025-03-31",2025,1,3,March,Outdoor Play,141,2672.9399999999996,1453.7499999999995,1219.1900000000007,0.4561232201246571
"2025-03-31",2025,1,3,March,Plush,82,1395.54,847.9900000000001,547.5500000000001,0.3923570804133168
"2025-03-31",2025,1,3,March,Pretend Play,84,1633.5400000000002,1011.3399999999999,622.1999999999999,0.3808905811917675
"2025-03-31",2025,1,3,March,Puzzles,130,2314.3999999999996,1224.7900000000002,1089.61,0.47079588662288285
"2025-03-31",2025,1,3,March,STEM Kits,67,1500.17,826.7399999999997,673.43,0.4489024577214582
"2025-03-31",2025,1,3,March,Toy Vehicles,140,2226.8300000000004,1314.62,912.2099999999997,0.40964510088331824
"2025-04-01",2025,2,4,April,Action Figures,129,2338.8599999999997,1310.8600000000001,1027.9999999999998,0.4395303694962503
"2025-04-01",2025,2,4,April,Arts & Crafts,195,2403.81,1461.2299999999996,942.5799999999997,0.3921191774724291
"2025-04-01",2025,2,4,April,Baby & Toddler,133,1908.4099999999996,1075.05,833.36,0.43667765312485274
"2025-04-01",2025,2,4,April,Board Games,102,1923.7900000000002,1064.8499999999997,858.9400000000002,0.44648324401311995
"2025-04-01",2025,2,4,April,Building Blocks,110,1565.9799999999996,936.2200000000001,629.7599999999999,0.4021507298943793
"2025-04-01",2025,2,4,April,Card Games,50,1107.19,588.1999999999999,518.9900000000002,0.46874520181721313
"2025-04-01",2025,2,4,April,Collectibles,4,77.56,38.08,39.480000000000004,0.5090252707581228
"2025-04-01",2025,2,4,April,Dolls,130,2391.1699999999996,1309.1799999999998,1081.9900000000002,0.4524939673883498
"2025-04-01",2025,2,4,April,Educational,80,1353.43,771.2499999999998,582.18,0.4301515408997879
"2025-04-01",2025,2,4,April,Model Kits,58,948.0300000000001,542.1100000000001,405.9199999999999,0.42817210425830393
"2025-04-01",2025,2,4,April,Outdoor Play,126,2256.1,1231.03,1025.0700000000002,0.454354860156908
"2025-04-01",2025,2,4,April,Plush,97,1381.75,830.4500000000002,551.2999999999998,0.39898679211145277
"2025-04-01",2025,2,4,April,Pretend Play,74,1619.6699999999998,983.8699999999999,635.7999999999998,0.3925490995079244
"2025-04-01",2025,2,4,April,Puzzles,126,2328.619999999999,1207.71,1120.91,0.4813623519509411
"2025-04-01",2025,2,4,April,STEM Kits,103,2077.68,1159.5299999999997,918.1500000000001,0.4419111701513227
"2025-04-01",2025,2,4,April,Toy Vehicles,157,2377.0300000000007,1412.3700000000003,964.6599999999997,0.4058257573526626
"2025-04-02",2025,2,4,April,Action Figures,158,3289.5699999999997,1858.44,1431.13,0.4350507817131115
"2025-04-02",2025,2,4,April,Arts & Crafts,135,1705.1399999999999,1048.1399999999999,657.0000000000001,0.3853056054048349
"2025-04-02",2025,2,4,April,Baby & Toddler,127,2028.9399999999998,1146.4299999999998,882.5099999999998,0.43496111269924187
"2025-04-02",2025,2,4,April,Board Games,98,1729.1600000000003,927.8400000000003,801.32,0.4634157625667954
"2025-04-02",2025,2,4,April,Building Blocks,72,1054.66,589.6899999999999,464.96999999999997,0.4408719397720592
"2025-04-02",2025,2,4,April,Card Games,64,1504.6799999999998,771.72,732.96,0.48712018502272914
"2025-04-02",2025,2,4,April,Collectibles,6,116.34,57.12,59.220000000000006,0.5090252707581228
"2025-04-02",2025,2,4,April,Dolls,76,1409.4699999999998,807.71,601.7600000000002,0.42694062307108366
"2025-04-02",2025,2,4,April,Educational,114,1910.7399999999993,1084.79,825.9499999999996,0.43226707977014134
"2025-04-02",2025,2,4,April,Model Kits,52,918.41,502.81000000000006,415.5999999999999,0.4525212051262507
"2025-04-02",2025,2,4,April,Outdoor Play,76,1385.42,759.5699999999999,625.8500000000003,0.45174026648958454
"2025-04-02",2025,2,4,April,Plush,107,1572.6999999999996,944.7900000000002,627.9100000000001,0.39925605646340706
"2025-04-02",2025,2,4,April,Pretend Play,88,1986.0300000000002,1242.3699999999997,743.6600000000002,0.3744455018302846
"2025-04-02",2025,2,4,April,Puzzles,149,2705.13,1410.8,1294.3299999999995,0.4784723839519725
"2025-04-02",2025,2,4,April,STEM Kits,96,1906.02,1086.5900000000001,819.4300000000001,0.4299167899602313
"2025-04-02",2025,2,4,April,Toy Vehicles,145,2498.4100000000003,1489.1800000000003,1009.2299999999999,0.40394891150771883
"2025-04-03",2025,2,4,April,Action Figures,119,2773.0499999999984,1550.54,1222.5100000000004,0.4408539333946381
"2025-04-03",2025,2,4,April,Arts & Crafts,137,1780.4799999999996,1064.5299999999997,715.9500000000003,0.40211066678648477
"2025-04-03",2025,2,4,April,Baby & Toddler,151,2187.4999999999986,1277.5899999999995,909.9099999999996,0.41595885714285724
"2025-04-03",2025,2,4,April,Board Games,106,2159.47,1188.4300000000003,971.0399999999997,0.449665890241587
"2025-04-03",2025,2,4,April,Building Blocks,85,1375.6900000000003,787.09,588.5999999999999,0.4278580203388843
"2025-04-03",2025,2,4,April,Card Games,69,1725.1,902.4,822.7000000000002,0.4768998898614574
"2025-04-03",2025,2,4,April,Collectibles,5,96.95,47.599999999999994,49.35000000000001,0.5090252707581229
"2025-04-03",2025,2,4,April,Dolls,83,1606.0500000000002,852.2799999999999,753.77,0.46933158992559376
"2025-04-03",2025,2,4,April,Educational,136,2363.029999999999,1342.13,1020.9,0.43203006309695624
"2025-04-03",2025,2,4,April,Model Kits,55,1010.6100000000001,558.0,452.60999999999996,0.44785822424080496
"2025-04-03",2025,2,4,April,Outdoor Play,120,2076.68,1126.13,950.5500000000004,0.45772579309282146
"2025-04-03",2025,2,4,April,Plush,76,1311.6399999999999,707.0500000000002,604.5900000000001,0.46094202677563983
"2025-04-03",2025,2,4,April,Pretend Play,93,1923.6200000000008,1129.4900000000002,794.1299999999999,0.41283101652093424
"2025-04-03",2025,2,4,April,Puzzles,147,2429.2399999999993,1273.3799999999999,1155.86,0.47581136487131787
"2025-04-03",2025,2,4,April,STEM Kits,54,1302.17,730.8700000000001,571.3,0.4387291981845688
"2025-04-03",2025,2,4,April,Toy Vehicles,110,1900.1400000000006,1084.43,815.7099999999998,0.42928942077952126
"2025-04-04",2025,2,4,April,Action Figures,163,2995.2999999999984,1740.07,1255.23,0.41906653757553525
"2025-04-04",2025,2,4,April,Arts & Crafts,171,2237.7299999999996,1359.9700000000003,877.76,0.3922546509185649
"2025-04-04",2025,2,4,April,Baby & Toddler,120,1729.0599999999995,1004.9499999999996,724.1099999999999,0.41878824332296166
"2025-04-04",2025,2,4,April,Board Games,78,1410.6299999999999,815.0499999999998,595.5799999999999,0.4222085167620141
"2025-04-04",2025,2,4,April,Building Blocks,100,1578.9099999999996,893.6899999999996,685.2199999999999,0.43398293759618983
"2025-04-04",2025,2,4,April,Card Games,79,1693.73,843.3199999999998,850.4100000000001,0.5020930136444416
"2025-04-04",2025,2,4,April,Dolls,77,1431.8199999999995,812.2299999999999,619.5899999999999,0.4327289743124137
"2025-04-04",2025,2,4,April,Educational,97,1723.54,998.5099999999998,725.0299999999999,0.4206632860275943
"2025-04-04",2025,2,4,April,Model Kits,59,1106.88,625.0200000000001,481.8599999999999,0.435331743278404
"2025-04-04",2025,2,4,April,Outdoor Play,114,1830.14,1003.8499999999999,826.2900000000001,0.4514900499415345
"2025-04-04",2025,2,4,April,Plush,41,735.15,472.94000000000005,262.21000000000004,0.3566755083996464
"2025-04-04",2025,2,4,April,Pretend Play,84,1715.36,1058.0600000000002,657.2999999999997,0.3831848708142896
"2025-04-04",2025,2,4,April,Puzzles,159,2673.16,1387.95,1285.2099999999998,0.4807830432895898
"2025-04-04",2025,2,4,April,STEM Kits,109,2140.82,1222.2899999999995,918.5299999999997,0.42905522183088707
"2025-04-04",2025,2,4,April,Toy Vehicles,130,2265.189999999999,1340.6300000000006,924.5599999999997,0.408160021896618
"2025-04-05",2025,2,4,April,Action Figures,176,3923.8699999999994,2138.88,1784.9900000000002,0.45490548871394837
"2025-04-05",2025,2,4,April,Arts & Crafts,120,1667.0200000000002,1017.9400000000002,649.0800000000002,0.389365454523641
"2025-04-05",2025,2,4,April,Baby & Toddler,128,1911.7799999999993,1038.4199999999992,873.3599999999999,0.4568308068920065
"2025-04-05",2025,2,4,April,Board Games,140,1987.4799999999996,1123.8600000000001,863.6200000000001,0.43453015879405094
"2025-04-05",2025,2,4,April,Building Blocks,89,1388.3200000000002,790.0100000000003,598.31,0.43095972110176317
"2025-04-05",2025,2,4,April,Card Games,73,1826.98,961.1500000000001,865.8299999999999,0.47391323386134493
"2025-04-05",2025,2,4,April,Collectibles,5,96.95,47.599999999999994,49.35000000000001,0.5090252707581229
"2025-04-05",2025,2,4,April,Dolls,91,1522.1200000000001,880.8400000000003,641.2800000000001,0.4213071242740389
"2025-04-05",2025,2,4,April,Educational,125,2196.0599999999995,1237.98,958.0799999999999,0.43627223299909845
"2025-04-05",2025,2,4,April,Model Kits,51,863.1900000000002,487.68999999999994,375.49999999999994,0.43501430739466385
"2025-04-05",2025,2,4,April,Outdoor Play,100,1701.49,936.65,764.84,0.4495118983949362
"2025-04-05",2025,2,4,April,Plush,86,1564.91,921.0600000000001,643.85,0.4114294112760478
"2025-04-05",2025,2,4,April,Pretend Play,88,1760.7000000000003,1059.49,701.21,0.39825637530527624
"2025-04-05",2025,2,4,April,Puzzles,112,1989.9299999999994,1034.85,955.0799999999997,0.479956581387285
"2025-04-05",2025,2,4,April,STEM Kits,90,1676.1000000000006,980.41,695.69,0.41506473360777985
"2025-04-05",2025,2,4,April,Toy Vehicles,159,2544.700000000001,1450.4,1094.2999999999995,0.4300310449168857
"2025-04-06",2025,2,4,April,Action Figures,132,2681.8699999999985,1518.4199999999998,1163.45,0.4338204312662436
"2025-04-06",2025,2,4,April,Arts & Crafts,134,1687.3099999999995,994.9200000000002,692.39,0.41035138771180174
"2025-04-06",2025,2,4,April,Baby & Toddler,139,2198.1900000000005,1279.7099999999998,918.4799999999997,0.4178346730719362
"2025-04-06",2025,2,4,April,Board Games,75,1231.8799999999999,655.7299999999999,576.1499999999999,0.4676997759522031
"2025-04-06",2025,2,4,April,Building Blocks,85,1313.37,751.31,562.06,0.4279525190921066
"2025-04-06",2025,2,4,April,Card Games,77,1594.4799999999993,814.57,779.9100000000001,0.48913125282223696
"2025-04-06",2025,2,4,April,Collectibles,7,135.73000000000002,66.63999999999999,69.09,0.5090252707581226
"2025-04-06",2025,2,4,April,Dolls,111,1971.5900000000001,1098.2100000000003,873.38,0.4429825673694835
"2025-04-06",2025,2,4,April,Educational,104,1849.05,1031.1699999999996,817.88,0.44232443687298884
"2025-04-06",2025,2,4,April,Model Kits,49,943.39,542.4300000000001,400.9599999999999,0.4250204051346738
"2025-04-06",2025,2,4,April,Outdoor Play,129,2273.7400000000002,1270.1999999999998,1003.5400000000004,0.44136092956978384
"2025-04-06",2025,2,4,April,Plush,72,1219.1,741.1000000000001,478.0,0.3920925272742187
"2025-04-06",2025,2,4,April,Pretend Play,112,2365.3800000000015,1463.5900000000001,901.7899999999997,0.38124529673879004
"2025-04-06",2025,2,4,April,Puzzles,158,2625.3400000000006,1363.6499999999996,1261.6899999999998,0.4805815627690126
"2025-04-06",2025,2,4,April,STEM Kits,84,1952.2800000000002,1105.7999999999997,846.4799999999997,0.43358534636425083
"2025-04-06",2025,2,4,April,Toy Vehicles,147,2462.1400000000003,1443.0900000000001,1019.05,0.4138879186398823
"2025-04-07",2025,2,4,April,Action Figures,136,2443.3399999999992,1363.8000000000004,1079.54,0.44182962665859044
"2025-04-07",2025,2,4,April,Arts & Crafts,162,1877.7999999999995,1089.49,788.3099999999997,0.41980509106401104
"2025-04-07",2025,2,4,April,Baby & Toddler,154,2081.45,1181.7300000000002,899.7199999999999,0.4322563597492133
"2025-04-07",2025,2,4,April,Board Games,80,1482.8499999999995,828.1099999999999,654.74,0.44154162592305374
"2025-04-07",2025,2,4,April,Building Blocks,65,977.8399999999999,570.3599999999999,407.4800000000001,0.41671439090239726
"2025-04-07",2025,2,4,April,Card Games,61,1297.56,684.47,613.0899999999998,0.47249452819137444
"2025-04-07",2025,2,4,April,Collectibles,11,213.29000000000002,104.71999999999998,108.57000000000002,0.5090252707581228
"2025-04-07",2025,2,4,April,Dolls,101,1851.7799999999997,1027.0400000000002,824.74,0.44537688062296826
"2025-04-07",2025,2,4,April,Educational,101,1977.8099999999995,1096.13,881.6799999999998,0.4457859956214197
"2025-04-07",2025,2,4,April,Model Kits,47,868.2400000000001,482.92,385.32,0.4437943425780889
"2025-04-07",2025,2,4,April,Outdoor Play,131,2271.9399999999996,1297.9400000000005,974.0000000000005,0.42870850462600274
"2025-04-07",2025,2,4,April,Plush,90,1277.5300000000002,745.1699999999998,532.36,0.4167103707936408
"2025-04-07",2025,2,4,April,Pretend Play,59,1147.63,671.21,476.41999999999985,0.41513379747828116
"2025-04-07",2025,2,4,April,Puzzles,93,1807.3200000000004,968.25,839.0699999999999,0.4642620011951396
"2025-04-07",2025,2,4,April,STEM Kits,87,1922.7400000000002,1103.76,818.9799999999999,0.4259442254282949
"2025-04-07",2025,2,4,April,Toy Vehicles,129,2177.04,1244.2200000000003,932.8200000000003,0.4284808731121157
"2025-04-08",2025,2,4,April,Action Figures,130,2553.5099999999993,1439.08,1114.4299999999996,0.43643063861116654
"2025-04-08",2025,2,4,April,Arts & Crafts,180,1970.1499999999999,1204.4999999999998,765.65,0.3886252315813517
"2025-04-08",2025,2,4,April,Baby & Toddler,127,1757.3300000000002,1033.6599999999999,723.6699999999995,0.41180085698189833
"2025-04-08",2025,2,4,April,Board Games,104,1586.56,866.2700000000001,720.29,0.45399480637353773
"2025-04-08",2025,2,4,April,Building Blocks,83,1220.2499999999995,712.6899999999999,507.5600000000001,0.41594755173120285
"2025-04-08",2025,2,4,April,Card Games,60,1226.81,613.88,612.9300000000001,0.4996128169806246
"2025-04-08",2025,2,4,April,Collectibles,11,213.29000000000002,104.72,108.57000000000002,0.5090252707581228
"2025-04-08",2025,2,4,April,Dolls,113,1985.5299999999995,1073.25,912.2800000000001,0.45946422365816697
"2025-04-08",2025,2,4,April,Educational,77,1448.5999999999997,832.04,616.56,0.4256247411293663
"2025-04-08",2025,2,4,April,Model Kits,55,776.6800000000001,412.3700000000001,364.31,0.4690606169851161
"2025-04-08",2025,2,4,April,Outdoor Play,113,1866.7999999999997,1043.4200000000003,823.3800000000003,0.441064923934005
"2025-04-08",2025,2,4,April,Plush,77,1408.1500000000003,798.2699999999999,609.8800000000001,0.43310726840180375
"2025-04-08",2025,2,4,April,Pretend Play,129,2368.7800000000007,1379.2499999999998,989.5300000000001,0.4177382450037571
"2025-04-08",2025,2,4,April,Puzzles,87,1552.4099999999999,793.2799999999999,759.1299999999999,0.489000972681186
"2025-04-08",2025,2,4,April,STEM Kits,76,1666.3900000000003,923.11,743.2800000000001,0.4460420429791345
"2025-04-08",2025,2,4,April,Toy Vehicles,125,2213.67,1308.9699999999996,904.6999999999997,0.40868783513351115
"2025-04-09",2025,2,4,April,Action Figures,146,2933.649999999999,1661.0399999999995,1272.6100000000006,0.43379748777120686
"2025-04-09",2025,2,4,April,Arts & Crafts,162,1975.9899999999996,1150.2099999999998,825.7799999999994,0.417906973213427
"2025-04-09",2025,2,4,April,Baby & Toddler,126,2029.3099999999997,1156.0900000000001,873.2199999999999,0.4303038963982832
"2025-04-09",2025,2,4,April,Board Games,81,1204.0599999999997,699.5200000000001,504.54,0.4190322741391626
"2025-04-09",2025,2,4,April,Building Blocks,77,1106.62,635.9499999999999,470.6700000000001,0.42532215213894575
"2025-04-09",2025,2,4,April,Card Games,74,1919.32,1010.03,909.29,0.473756330367005
"2025-04-09",2025,2,4,April,Collectibles,6,116.34,57.12,59.220000000000006,0.5090252707581228
"2025-04-09",2025,2,4,April,Dolls,107,1985.4699999999996,1081.5400000000002,903.9300000000002,0.4552725551128954
"2025-04-09",2025,2,4,April,Educational,116,2237.26,1266.5200000000002,970.7399999999998,0.43389682021758746
"2025-04-09",2025,2,4,April,Model Kits,67,974.72,504.11,470.60999999999996,0.4828155778069599
"2025-04-09",2025,2,4,April,Outdoor Play,122,2229.4299999999994,1228.53,1000.9000000000003,0.44894883445544403
"2025-04-09",2025,2,4,April,Plush,82,1371.36,810.8599999999999,560.5000000000001,0.408718352584296
"2025-04-09",2025,2,4,April,Pretend Play,67,1107.8700000000001,678.7099999999999,429.15999999999997,0.387373969870111
"2025-04-09",2025,2,4,April,Puzzles,104,1692.15,869.9300000000002,822.2200000000001,0.48590255001034194
"2025-04-09",2025,2,4,April,STEM Kits,126,2741.1299999999997,1540.7,1200.4300000000003,0.4379325314742462
"2025-04-09",2025,2,4,April,Toy Vehicles,148,2431.0600000000004,1400.3999999999999,1030.6599999999994,0.42395498260018233
"2025-04-10",2025,2,4,April,Action Figures,143,2716.3899999999985,1553.0599999999995,1163.3299999999997,0.42826324644104874
"2025-04-10",2025,2,4,April,Arts & Crafts,139,1710.28,1078.8899999999999,631.39,0.36917346867179646
"2025-04-10",2025,2,4,April,Baby & Toddler,120,1587.5099999999995,907.6299999999998,679.88,0.42826816838949056
"2025-04-10",2025,2,4,April,Board Games,73,1022.6199999999999,549.5000000000002,473.12,0.4626547495648433
"2025-04-10",2025,2,4,April,Building Blocks,101,1558.5099999999998,892.3599999999998,666.15,0.42742747880988896
"2025-04-10",2025,2,4,April,Card Games,58,1359.6399999999999,712.3,647.3400000000001,0.47611132358565517
"2025-04-10",2025,2,4,April,Collectibles,15,290.85,142.79999999999998,148.05000000000004,0.5090252707581229
"2025-04-10",2025,2,4,April,Dolls,77,1402.61,753.5400000000001,649.07,0.46275871411154923
"2025-04-10",2025,2,4,April,Educational,105,1887.8799999999997,1095.0500000000002,792.8299999999998,0.41995783630315486
"2025-04-10",2025,2,4,April,Model Kits,44,621.2500000000001,343.0100000000001,278.24,0.44787122736418505
"2025-04-10",2025,2,4,April,Outdoor Play,129,2366.2599999999993,1277.4699999999998,1088.7900000000004,0.46013117746993176
"2025-04-10",2025,2,4,April,Plush,69,1024.2600000000002,618.07,406.19,0.3965692304688262
"2025-04-10",2025,2,4,April,Pretend Play,80,1744.8500000000001,1064.3000000000002,680.5499999999997,0.39003352723729817
"2025-04-10",2025,2,4,April,Puzzles,102,1835.9299999999994,1020.2700000000001,815.6599999999997,0.4442761978942552
"2025-04-10",2025,2,4,April,STEM Kits,87,1785.5600000000002,1006.7099999999997,778.8499999999999,0.43619368713456835
"2025-04-10",2025,2,4,April,Toy Vehicles,169,2827.7600000000007,1649.5600000000002,1178.1999999999998,0.4166548787733045
"2025-04-11",2025,2,4,April,Action Figures,104,1809.4499999999998,1044.1100000000001,765.3399999999999,0.42296830528613666
"2025-04-11",2025,2,4,April,Arts & Crafts,135,1790.4500000000005,1095.9499999999996,694.5,0.38789131223993956
"2025-04-11",2025,2,4,April,Baby & Toddler,128,1968.37,1110.3999999999999,857.9699999999996,0.43587841716750386
"2025-04-11",2025,2,4,April,Board Games,139,2533.1099999999997,1385.6699999999998,1147.44,0.45297677558416344
"2025-04-11",2025,2,4,April,Building Blocks,112,1850.72,1057.7399999999996,792.9799999999997,0.42847108152502794
"2025-04-11",2025,2,4,April,Card Games,49,1208.7900000000004,613.5499999999998,595.24,0.49242631060812864
"2025-04-11",2025,2,4,April,Collectibles,7,135.73000000000002,66.64,69.09,0.5090252707581226
"2025-04-11",2025,2,4,April,Dolls,70,1172.55,661.27,511.28,0.43604110698904097
"2025-04-11",2025,2,4,April,Educational,103,1961.4800000000002,1090.5899999999997,870.8899999999999,0.4439963700878927
"2025-04-11",2025,2,4,April,Model Kits,39,659.2800000000001,372.3800000000001,286.9,0.4351717024632932
"2025-04-11",2025,2,4,April,Outdoor Play,113,1992.6399999999999,1119.5,873.1400000000003,0.4381825116428459
"2025-04-11",2025,2,4,April,Plush,81,1369.7,806.6899999999999,563.01,0.41104621449952544
"2025-04-11",2025,2,4,April,Pretend Play,98,1674.63,1028.8899999999996,645.7399999999998,0.3856015955763361
"2025-04-11",2025,2,4,April,Puzzles,116,2144.4999999999995,1106.5499999999997,1037.95,0.4840055957099558
"2025-04-11",2025,2,4,April,STEM Kits,59,1229.77,691.6999999999998,538.0699999999999,0.4375371004334143
"2025-04-11",2025,2,4,April,Toy Vehicles,162,2638.04,1569.2300000000002,1068.8099999999997,0.4051530681869872
"2025-04-12",2025,2,4,April,Action Figures,136,3043.0499999999997,1707.82,1335.2299999999996,0.43878017120980584
"2025-04-12",2025,2,4,April,Arts & Crafts,139,1763.04,1083.9799999999998,679.06,0.3851642617297395
"2025-04-12",2025,2,4,April,Baby & Toddler,137,1911.09,1111.0499999999995,800.0399999999996,0.4186302057987848
"2025-04-12",2025,2,4,April,Board Games,86,1492.4099999999999,826.5099999999999,665.9000000000002,0.4461910600974265
"2025-04-12",2025,2,4,April,Building Blocks,80,1318.1299999999997,727.0000000000002,591.1300000000001,0.448461077435458
"2025-04-12",2025,2,4,April,Card Games,116,2640.4100000000003,1314.490000000001,1325.9199999999998,0.5021644365837122
"2025-04-12",2025,2,4,April,Collectibles,12,232.68000000000004,114.24000000000001,118.44,0.5090252707581226
"2025-04-12",2025,2,4,April,Dolls,123,2294.1000000000004,1259.48,1034.62,0.45099167429493037
"2025-04-12",2025,2,4,April,Educational,79,1422.29,844.9499999999999,577.3399999999999,0.40592284273952567
"2025-04-12",2025,2,4,April,Model Kits,44,752.3500000000001,425.69000000000005,326.65999999999997,0.43418621652156564
"2025-04-12",2025,2,4,April,Outdoor Play,148,2643.9099999999994,1429.6399999999996,1214.2700000000007,0.4592705500565454
"2025-04-12",2025,2,4,April,Plush,59,864.9300000000003,497.15000000000003,367.7800000000001,0.4252136011006671
"2025-04-12",2025,2,4,April,Pretend Play,71,1621.64,992.22,629.4199999999998,0.38813793443674294
"2025-04-12",2025,2,4,April,Puzzles,132,2405.9899999999993,1289.34,1116.6499999999999,0.4641124859205567
"2025-04-12",2025,2,4,April,STEM Kits,74,1634.5400000000002,911.88,722.6599999999999,0.4421182718073585
"2025-04-12",2025,2,4,April,Toy Vehicles,126,2168.2100000000005,1290.5600000000004,877.6499999999995,0.4047809022188807
"2025-04-13",2025,2,4,April,Action Figures,100,1829.85,1092.8700000000003,736.98,0.4027543241249283
"2025-04-13",2025,2,4,April,Arts & Crafts,149,1910.6599999999992,1143.53,767.13,0.40150000523379376
"2025-04-13",2025,2,4,April,Baby & Toddler,124,1575.89,902.2899999999995,673.6000000000001,0.42744100159275084
"2025-04-13",2025,2,4,April,Board Games,86,1214.4199999999996,686.1,528.3199999999999,0.43503894863391585
"2025-04-13",2025,2,4,April,Building Blocks,53,722.46,435.02000000000004,287.44,0.3978628574592365
"2025-04-13",2025,2,4,April,Card Games,66,1675.73,882.0099999999999,793.72,0.4736562572729497
"2025-04-13",2025,2,4,April,Collectibles,3,58.17,28.56,29.610000000000003,0.5090252707581228
"2025-04-13",2025,2,4,April,Dolls,61,976.7099999999998,523.8900000000001,452.81999999999994,0.4636176551893602
"2025-04-13",2025,2,4,April,Educational,87,1528.3299999999997,914.38,613.9499999999999,0.40171298083529083
"2025-04-13",2025,2,4,April,Model Kits,76,1120.32,600.15,520.1699999999997,0.4643048414738644
"2025-04-13",2025,2,4,April,Outdoor Play,85,1636.22,887.1399999999999,749.0800000000002,0.4578112967693832
"2025-04-13",2025,2,4,April,Plush,60,1052.26,628.44,423.82000000000005,0.4027711782259138
"2025-04-13",2025,2,4,April,Pretend Play,51,816.6599999999999,472.15,344.51,0.4218524232850881
"2025-04-13",2025,2,4,April,Puzzles,118,2087.7,1138.9000000000003,948.7999999999996,0.4544714278871484
"2025-04-13",2025,2,4,April,STEM Kits,120,2384.38,1363.2099999999998,1021.1699999999998,0.4282748555179962
"2025-04-13",2025,2,4,April,Toy Vehicles,132,2231.3000000000006,1338.3700000000006,892.9299999999996,0.400183749383767
"2025-04-14",2025,2,4,April,Action Figures,164,3132.879999999999,1757.5199999999998,1375.3600000000001,0.4390081969306199
"2025-04-14",2025,2,4,April,Arts & Crafts,188,2628.0699999999997,1584.8299999999995,1043.2399999999998,0.39696050714022074
"2025-04-14",2025,2,4,April,Baby & Toddler,126,2075.37,1170.84,904.5299999999999,0.43584035617745265
"2025-04-14",2025,2,4,April,Board Games,87,1318.1199999999997,759.1100000000002,559.0099999999998,0.4240964403847904
