"Date","Year","Quarter","Month_Number","Month_Name","Store_ID","Store_Name","Store_City","Store_Location","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-03-15",2025,1,3,March,98,Wonderland Toys Chesapeake 1,"Chesapeake, VA",Downtown,3,65.64,38.370000000000005,27.269999999999996,0.4154478976234003
"2025-03-15",2025,1,3,March,99,City Lights Toys Stockton 1,"Stockton, CA",Downtown,11,189.47,111.3,78.17,0.412571911120494
"2025-03-15",2025,1,3,March,100,Happy Hippo Toys Atlanta 1,"Atlanta, GA",Mall,3,47.35,24.860000000000003,22.489999999999995,0.47497360084477286
"2025-03-15",2025,1,3,March,101,Storybook Toys Fort Collins 1,"Fort Collins, CO",Downtown,7,169.88,96.69,73.18999999999998,0.4308335295502707
"2025-03-15",2025,1,3,March,102,Board Game Barn Iowa City 1,"Iowa City, IA",Airport,16,217.45,129.43,88.02000000000001,0.4047827086686595
"2025-03-15",2025,1,3,March,103,Toy Haven Akron 1,"Akron, OH",Downtown,10,337.4,186.0,151.39999999999998,0.4487255483106105
"2025-03-15",2025,1,3,March,104,Dinosaur Dreams Toys Columbus 1,"Columbus, OH",Suburban,11,172.34,102.83,69.50999999999999,0.40333062550771726
"2025-03-15",2025,1,3,March,105,Wonderland Toys Santa Clarita 1,"Santa Clarita, CA",Mall,20,353.66,203.66000000000003,150.0,0.4241361759882373
"2025-03-15",2025,1,3,March,106,Board Game Barn St. Petersburg 1,"St. Petersburg, FL",Downtown,3,117.25,68.0,49.25,0.4200426439232409
"2025-03-15",2025,1,3,March,107,Wonderland Toys Portland 1,"Portland, OR",Commercial,19,293.02,150.17,142.85,0.487509385024913
"2025-03-15",2025,1,3,March,108,Bluebird Toys Fort Lauderdale 1,"Fort Lauderdale, FL",Mall,14,208.83999999999997,138.93,69.91,0.3347538785673243
"2025-03-15",2025,1,3,March,109,Wonderland Toys Lincoln 1,"Lincoln, NE",Mall,11,173.44,87.62,85.82000000000001,0.4948108856088561
"2025-03-15",2025,1,3,March,110,Giggles & Gadgets Lubbock 1,"Lubbock, TX",Downtown,11,236.02999999999997,129.82,106.21,0.44998517137651994
"2025-03-15",2025,1,3,March,111,Maple Street Toys Indianapolis 1,"Indianapolis, IN",Mall,23,322.98999999999995,174.07999999999998,148.90999999999997,0.461035945385306
"2025-03-15",2025,1,3,March,112,Neighborhood Toy Co. Cincinnati 1,"Cincinnati, OH",Commercial,6,103.08999999999999,61.739999999999995,41.349999999999994,0.4011058298574061
"2025-03-15",2025,1,3,March,113,Space Ranger Toys Oceanside 1,"Oceanside, CA",Downtown,5,67.97,42.31,25.66,0.3775194938943652
"2025-03-15",2025,1,3,March,114,Neighborhood Toy Co. Garland 1,"Garland, TX",Downtown,16,227.38,123.82,103.56,0.4554490280587563
"2025-03-15",2025,1,3,March,115,Mountain Trail Toys Pittsburgh 1,"Pittsburgh, PA",Downtown,15,198.22,122.33,75.89000000000001,0.38285743113712045
"2025-03-15",2025,1,3,March,116,Toy Haven New Orleans 1,"New Orleans, LA",Downtown,18,377.23,207.5,169.73,0.4499377037881398
"2025-03-15",2025,1,3,March,117,Mountain Trail Toys Richmond 1,"Richmond, VA",Suburban,14,258.69,143.45,115.24000000000001,0.4454752792918165
"2025-03-15",2025,1,3,March,118,Giggles & Gadgets St. Louis 1,"St. Louis, MO",Mall,10,140.23000000000002,71.94,68.29,0.4869856664051915
"2025-03-15",2025,1,3,March,119,Adventure Toys Virginia Beach 1,"Virginia Beach, VA",Downtown,21,243.65,145.99000000000004,97.65999999999998,0.4008208495793145
"2025-03-15",2025,1,3,March,120,Dinosaur Dreams Toys Aurora 1,"Aurora, CO",Downtown,5,91.36,55.63999999999999,35.72,0.39098073555166374
"2025-03-16",2025,1,3,March,1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,23,448.27000000000004,265.29999999999995,182.96999999999997,0.4081691837508643
"2025-03-16",2025,1,3,March,2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,23,374.63,232.17,142.46,0.380268531617863
"2025-03-16",2025,1,3,March,3,Wonderland Toys Orlando 1,"Orlando, FL",Mall,17,377.00000000000006,216.5,160.5,0.4257294429708222
"2025-03-16",2025,1,3,March,4,Spark & Play St. Paul 1,"St. Paul, MN",Downtown,14,217.82,127.09,90.72999999999999,0.41653658984482594
"2025-03-16",2025,1,3,March,5,Tiny Treasures Toys Riverside 1,"Riverside, CA",Residential,12,151.55,77.26,74.28999999999999,0.49020125371164625
"2025-03-16",2025,1,3,March,6,Rainbow Toy Market Sacramento 1,"Sacramento, CA",Residential,2,23.88,12.62,11.26,0.4715242881072027
"2025-03-16",2025,1,3,March,7,Puzzle Planet Las Vegas 1,"Las Vegas, NV",Downtown,9,171.27,95.42999999999999,75.84,0.44280959887896304
"2025-03-16",2025,1,3,March,8,Neighborhood Toy Co. Santa Rosa 1,"Santa Rosa, CA",Suburban,15,185.09999999999997,120.38,64.72,0.3496488384656943
"2025-03-16",2025,1,3,March,9,Space Ranger Toys Nashville 1,"Nashville, TN",Downtown,2,22.28,14.02,8.260000000000002,0.3707360861759426
"2025-03-16",2025,1,3,March,10,Board Game Barn Fayetteville 1,"Fayetteville, NC",Mall,19,311.41,173.57,137.84,0.4426319000674352
"2025-03-16",2025,1,3,March,11,Spark & Play Dallas 1,"Dallas, TX",Commercial,12,178.58999999999997,108.33,70.25999999999999,0.39341508483117754
"2025-03-16",2025,1,3,March,12,Tiny Treasures Toys San Diego 1,"San Diego, CA",Downtown,8,186.66000000000003,102.36,84.30000000000001,0.45162327225972354
"2025-03-16",2025,1,3,March,13,Space Ranger Toys Detroit 1,"Detroit, MI",Mall,6,154.95,74.99000000000001,79.96,0.5160374314294934
"2025-03-16",2025,1,3,March,14,Puzzle Planet Honolulu 1,"Honolulu, HI",Mall,12,328.14,180.87,147.26999999999998,0.4488023404644359
"2025-03-16",2025,1,3,March,15,Bluebird Toys Lexington 1,"Lexington, KY",Downtown,10,202.4,121.21000000000001,81.19000000000001,0.4011363636363637
"2025-03-16",2025,1,3,March,16,Rocketship Toys Chattanooga 1,"Chattanooga, TN",Mall,10,174.14,91.47999999999999,82.66,0.47467554840932585
"2025-03-16",2025,1,3,March,17,Mini Makers Asheville 1,"Asheville, NC",Downtown,13,166.99,96.10000000000001,70.88999999999999,0.42451643811006634
"2025-03-16",2025,1,3,March,18,Ocean Wave Toys Wichita 1,"Wichita, KS",Downtown,16,220.60999999999999,130.63000000000002,89.97999999999999,0.407869090249762
"2025-03-16",2025,1,3,March,19,Bluebird Toys Gainesville 1,"Gainesville, FL",Residential,15,284.34999999999997,155.98000000000002,128.37,0.45145067698259195
"2025-03-16",2025,1,3,March,20,Mini Makers Oxnard 1,"Oxnard, CA",Commercial,18,321.87,177.43,144.44,0.4487526019821667
"2025-03-16",2025,1,3,March,21,Kids Quest Toys Santa Ana 1,"Santa Ana, CA",Suburban,21,396.79999999999995,218.19,178.60999999999999,0.45012600806451614
"2025-03-16",2025,1,3,March,22,City Lights Toys Aurora 1,"Aurora, IL",Mall,29,474.9700000000001,277.41,197.56000000000003,0.4159420594984946
"2025-03-16",2025,1,3,March,23,Wonderland Toys Irvine 1,"Irvine, CA",Downtown,15,277.56,187.19,90.36999999999999,0.32558726041216307
"2025-03-16",2025,1,3,March,24,Playtime Emporium Los Angeles 1,"Los Angeles, CA",Downtown,8,85.42,55.26,30.160000000000004,0.35307890423788346
"2025-03-16",2025,1,3,March,25,City Lights Toys Raleigh 1,"Raleigh, NC",Downtown,25,406.52000000000004,254.75,151.76999999999995,0.37333956508904836
"2025-03-16",2025,1,3,March,26,Board Game Barn Charleston 1,"Charleston, SC",Mall,11,333.77,170.5,163.27,0.4891691883632442
"2025-03-16",2025,1,3,March,27,Giggles & Gadgets Gilbert 1,"Gilbert, AZ",Commercial,16,279.66999999999996,154.15,125.51999999999998,0.4488146744377302
"2025-03-16",2025,1,3,March,28,Little Sprouts Toys Peoria 1,"Peoria, AZ",Downtown,11,206.90999999999997,125.12,81.79,0.39529263931177816
"2025-03-16",2025,1,3,March,29,Mini Makers Miami 1,"Miami, FL",Commercial,7,163.59,88.39000000000001,75.2,0.45968579986551744
"2025-03-16",2025,1,3,March,30,Bluebird Toys Naperville 1,"Naperville, IL",Residential,17,293.26,177.03,116.22999999999999,0.3963377207938348
"2025-03-16",2025,1,3,March,31,Dinosaur Dreams Toys Glendale 1,"Glendale, AZ",Downtown,15,237.31,164.44,72.87,0.3070667059963761
"2025-03-16",2025,1,3,March,32,Rainbow Toy Market Tallahassee 1,"Tallahassee, FL",Suburban,11,431.71,233.1,198.60999999999999,0.46005420305297534
"2025-03-16",2025,1,3,March,33,Maple Street Toys Dayton 1,"Dayton, OH",Commercial,2,43.9,22.54,21.36,0.4865603644646925
"2025-03-16",2025,1,3,March,34,Sunshine Toy Store Arlington 1,"Arlington, TX",Downtown,20,332.95,194.92000000000002,138.02999999999997,0.4145667517645291
"2025-03-16",2025,1,3,March,35,Playtime Emporium Fort Worth 1,"Fort Worth, TX",Commercial,13,246.77,128.38,118.38999999999999,0.47975847955586165
"2025-03-16",2025,1,3,March,36,Board Game Barn Minneapolis 1,"Minneapolis, MN",Downtown,16,190.9,126.10999999999999,64.78999999999999,0.33939235201676266
"2025-03-16",2025,1,3,March,37,Toy Haven Port St. Lucie 1,"Port St. Lucie, FL",Downtown,13,225.29000000000002,127.67000000000002,97.62,0.43330818056726883
"2025-03-16",2025,1,3,March,38,Wonderland Toys Oakland 1,"Oakland, CA",Downtown,15,181.48,111.25,70.22999999999999,0.3869847917125854
"2025-03-16",2025,1,3,March,39,Wonderland Toys Jersey City 1,"Jersey City, NJ",Mall,16,224.82000000000002,131.07,93.75,0.4170002668801708
"2025-03-16",2025,1,3,March,40,Puzzle Planet Fresno 1,"Fresno, CA",Downtown,16,213.87999999999997,125.85,88.03,0.41158593603890037
"2025-03-16",2025,1,3,March,41,Classic Toy Chest Modesto 1,"Modesto, CA",Downtown,6,90.22,56.07000000000001,34.14999999999999,0.3785191753491464
"2025-03-16",2025,1,3,March,42,Space Ranger Toys Philadelphia 1,"Philadelphia, PA",Suburban,18,305.86,178.68,127.18,0.41581115543058916
"2025-03-16",2025,1,3,March,43,Creative Play Toys Irving 1,"Irving, TX",Commercial,13,268.03,150.60000000000002,117.43,0.4381225982166176
"2025-03-16",2025,1,3,March,44,Classic Toy Chest Corpus Christi 1,"Corpus Christi, TX",Mall,8,171.13,94.41,76.72,0.4483141471396015
"2025-03-16",2025,1,3,March,45,Kids Quest Toys Plano 1,"Plano, TX",Downtown,12,237.61,137.94000000000003,99.67,0.41946887757249274
"2025-03-16",2025,1,3,March,46,Maple Street Toys San Francisco 1,"San Francisco, CA",Commercial,13,307.13,164.63,142.5,0.46397291049392764
"2025-03-16",2025,1,3,March,47,Neighborhood Toy Co. Worcester 1,"Worcester, MA",Mall,19,379.99,201.03,178.96000000000004,0.4709597620990027
"2025-03-16",2025,1,3,March,48,Spark & Play Austin 1,"Austin, TX",Suburban,9,165.53000000000003,79.71000000000001,85.82000000000001,0.5184558690267624
"2025-03-16",2025,1,3,March,49,Wonderland Toys Eugene 1,"Eugene, OR",Commercial,8,110.52000000000001,59.57000000000001,50.95,0.4610025334781035
"2025-03-16",2025,1,3,March,50,Mountain Trail Toys Kansas City 1,"Kansas City, MO",Mall,18,245.69,142.25,103.44,0.4210183564654646
"2025-03-16",2025,1,3,March,51,Bright Star Toy Shop Birmingham 1,"Birmingham, AL",Downtown,24,373.0,205.33000000000004,167.67000000000002,0.4495174262734585
"2025-03-16",2025,1,3,March,52,Toy Galaxy Madison 1,"Madison, WI",Commercial,14,252.76,148.41000000000003,104.35000000000001,0.4128422218705492
"2025-03-16",2025,1,3,March,53,Sunshine Toy Store Laredo 1,"Laredo, TX",Downtown,12,237.51999999999998,133.99,103.53,0.4358790838666218
"2025-03-16",2025,1,3,March,54,Sunshine Toy Store Tulsa 1,"Tulsa, OK",Mall,15,225.63,114.46,111.17000000000002,0.49270930284093434
"2025-03-16",2025,1,3,March,55,Board Game Barn Toledo 1,"Toledo, OH",Downtown,13,169.51999999999998,94.97,74.55,0.4397711184521001
"2025-03-16",2025,1,3,March,56,Board Game Barn Oklahoma City 1,"Oklahoma City, OK",Mall,10,168.89,93.85999999999999,75.03,0.4442536562259459
"2025-03-16",2025,1,3,March,57,Bluebird Toys Norfolk 1,"Norfolk, VA",Mall,12,174.44,90.1,84.33999999999999,0.48349002522357254
"2025-03-16",2025,1,3,March,58,Little Sprouts Toys Savannah 1,"Savannah, GA",Commercial,6,80.94,50.339999999999996,30.6,0.3780578206078577
"2025-03-16",2025,1,3,March,59,Bright Star Toy Shop Little Rock 1,"Little Rock, AR",Mall,12,175.07999999999998,106.26,68.82,0.39307745030843044
"2025-03-16",2025,1,3,March,60,Wonderland Toys Scottsdale 1,"Scottsdale, AZ",Downtown,21,312.0,179.35999999999999,132.64000000000001,0.42512820512820515
"2025-03-16",2025,1,3,March,61,Rainbow Toy Market Baltimore 1,"Baltimore, MD",Downtown,7,106.02,51.120000000000005,54.900000000000006,0.5178268251273346
"2025-03-16",2025,1,3,March,62,Mountain Trail Toys Baton Rouge 1,"Baton Rouge, LA",Commercial,22,277.75,154.42,123.32999999999998,0.44403240324032395
"2025-03-16",2025,1,3,March,63,Dinosaur Dreams Toys Moreno Valley 1,"Moreno Valley, CA",Suburban,26,568.7,314.85,253.85000000000002,0.44636891155266395
"2025-03-16",2025,1,3,March,64,Board Game Barn Yonkers 1,"Yonkers, NY",Airport,20,265.29,152.35999999999999,112.93,0.42568509932526666
"2025-03-16",2025,1,3,March,65,Toy Galaxy Spokane 1,"Spokane, WA",Downtown,20,267.42,141.90999999999997,125.50999999999999,0.46933662403709514
"2025-03-16",2025,1,3,March,66,Wonderland Toys Knoxville 1,"Knoxville, TN",Residential,31,503.20999999999987,281.96000000000004,221.25,0.4396772719143102
"2025-03-16",2025,1,3,March,67,Wonderland Toys Huntington Beach 1,"Huntington Beach, CA",Mall,20,301.86999999999995,161.57,140.3,0.46476960280915636
"2025-03-16",2025,1,3,March,68,Wonderland Toys Boulder 1,"Boulder, CO",Residential,16,332.63,187.25,145.38,0.43706220124462614
"2025-03-16",2025,1,3,March,69,Bluebird Toys Amarillo 1,"Amarillo, TX",Mall,10,156.36999999999998,82.41000000000001,73.96,0.4729807507833984
"2025-03-16",2025,1,3,March,70,Wonderland Toys Chandler 1,"Chandler, AZ",Suburban,13,165.07999999999998,88.82,76.25999999999999,0.4619578386236976
"2025-03-16",2025,1,3,March,71,Neighborhood Toy Co. Rochester 1,"Rochester, NY",Downtown,8,124.72,74.84,49.879999999999995,0.39993585631815265
"2025-03-16",2025,1,3,March,72,Playtime Emporium Boston 1,"Boston, MA",Airport,11,161.04999999999998,95.93,65.12,0.404346476249612
"2025-03-16",2025,1,3,March,73,Rainbow Toy Market Tampa 1,"Tampa, FL",Downtown,10,205.34,116.53999999999999,88.8,0.43245349176974773
"2025-03-16",2025,1,3,March,74,Creative Play Toys Huntsville 1,"Huntsville, AL",Downtown,14,264.39,144.88,119.50999999999999,0.4520216347063051
"2025-03-16",2025,1,3,March,75,Wonderland Toys Newport News 1,"Newport News, VA",Residential,9,102.32,56.46,45.86,0.4482017200938233
"2025-03-16",2025,1,3,March,76,Giggles & Gadgets Mesa 1,"Mesa, AZ",Residential,4,47.76,25.24,22.52,0.4715242881072027
"2025-03-16",2025,1,3,March,77,Happy Hippo Toys Buffalo 1,"Buffalo, NY",Suburban,9,98.1,62.77,35.33,0.3601427115188583
"2025-03-16",2025,1,3,March,78,Giggles & Gadgets San Jose 1,"San Jose, CA",Airport,13,187.65,109.22,78.43,0.417958966160405
"2025-03-16",2025,1,3,March,79,Storybook Toys Grand Rapids 1,"Grand Rapids, MI",Commercial,7,103.24,57.47,45.77,0.4433359163115072
"2025-03-16",2025,1,3,March,80,Spark & Play El Paso 1,"El Paso, TX",Commercial,30,401.37,235.41,165.96,0.41348381792361166
"2025-03-16",2025,1,3,March,81,Bluebird Toys Salt Lake City 1,"Salt Lake City, UT",Mall,16,258.37,135.12,123.25,0.47702906684212565
"2025-03-16",2025,1,3,March,82,Toy Haven Albuquerque 1,"Albuquerque, NM",Commercial,19,216.42999999999998,121.21,95.22,0.4399574920297556
"2025-03-16",2025,1,3,March,83,Kids Quest Toys Winston-Salem 1,"Winston-Salem, NC",Downtown,15,158.55,91.28000000000002,67.27,0.4242825607064017
"2025-03-16",2025,1,3,March,84,Puzzle Planet Ann Arbor 1,"Ann Arbor, MI",Downtown,8,106.82,60.31,46.51,0.43540535480247144
"2025-03-16",2025,1,3,March,85,Cedar Toy Corner Montgomery 1,"Montgomery, AL",Downtown,9,168.27999999999997,91.35,76.93,0.4571547420965059
"2025-03-16",2025,1,3,March,86,Maple Street Toys Des Moines 1,"Des Moines, IA",Commercial,22,305.31,168.28,137.03,0.44882250827028264
"2025-03-16",2025,1,3,March,87,City Lights Toys Springfield 1,"Springfield, MO",Residential,25,351.57000000000005,211.17000000000002,140.4,0.39935148050174923
"2025-03-16",2025,1,3,March,88,Mini Makers Syracuse 1,"Syracuse, NY",Suburban,15,182.39000000000001,97.51,84.88000000000001,0.4653763912495203
"2025-03-16",2025,1,3,March,89,Spark & Play Omaha 1,"Omaha, NE",Residential,9,272.65,149.64999999999998,123.0,0.4511278195488722
"2025-03-16",2025,1,3,March,90,City Lights Toys Columbia 1,"Columbia, SC",Residential,10,157.32,93.49000000000001,63.830000000000005,0.4057335367404018
"2025-03-16",2025,1,3,March,91,Kids Quest Toys Fremont 1,"Fremont, CA",Suburban,32,417.3,234.95999999999998,182.33999999999997,0.4369518332135154
"2025-03-16",2025,1,3,March,92,Storybook Toys Phoenix 1,"Phoenix, AZ",Downtown,9,113.07,73.01,40.05999999999999,0.3542938003006986
"2025-03-16",2025,1,3,March,93,Space Ranger Toys Tempe 1,"Tempe, AZ",Residential,7,119.23,67.72,51.51,0.43202214207833595
"2025-03-16",2025,1,3,March,94,Rocketship Toys Cleveland 1,"Cleveland, OH",Residential,21,399.68,196.74,202.94,0.5077562049639711
"2025-03-16",2025,1,3,March,95,Happy Hippo Toys Durham 1,"Durham, NC",Downtown,23,374.34999999999997,227.90999999999997,146.44,0.39118472018164824
"2025-03-16",2025,1,3,March,96,Neighborhood Toy Co. San Bernardino 1,"San Bernardino, CA",Downtown,17,367.01,201.03,165.98000000000002,0.4522492575134193
"2025-03-16",2025,1,3,March,97,Storybook Toys Memphis 1,"Memphis, TN",Suburban,10,213.74,128.5,85.24,0.39880228314774957
"2025-03-16",2025,1,3,March,98,Wonderland Toys Chesapeake 1,"Chesapeake, VA",Downtown,37,647.53,372.33000000000004,275.20000000000005,0.42499961391750196
"2025-03-16",2025,1,3,March,99,City Lights Toys Stockton 1,"Stockton, CA",Downtown,14,158.85,94.43,64.42,0.40553981743783446
"2025-03-16",2025,1,3,March,100,Happy Hippo Toys Atlanta 1,"Atlanta, GA",Mall,19,350.68,183.62,167.06000000000003,0.47638873046652225
"2025-03-16",2025,1,3,March,101,Storybook Toys Fort Collins 1,"Fort Collins, CO",Downtown,8,121.57,76.5,45.07000000000001,0.37073291108003625
"2025-03-16",2025,1,3,March,102,Board Game Barn Iowa City 1,"Iowa City, IA",Airport,7,154.02,79.48,74.53999999999999,0.48396312167251
"2025-03-16",2025,1,3,March,103,Toy Haven Akron 1,"Akron, OH",Downtown,13,167.97000000000003,92.44999999999999,75.52,0.4496040959695183
"2025-03-16",2025,1,3,March,104,Dinosaur Dreams Toys Columbus 1,"Columbus, OH",Suburban,9,164.5,95.07,69.42999999999999,0.4220668693009118
"2025-03-16",2025,1,3,March,105,Wonderland Toys Santa Clarita 1,"Santa Clarita, CA",Mall,15,194.48,117.65999999999998,76.82000000000001,0.3950020567667627
"2025-03-16",2025,1,3,March,106,Board Game Barn St. Petersburg 1,"St. Petersburg, FL",Downtown,8,124.39,65.52000000000001,58.87,0.4732695554305008
"2025-03-16",2025,1,3,March,107,Wonderland Toys Portland 1,"Portland, OR",Commercial,10,156.91,82.04999999999998,74.86,0.47708877700592695
"2025-03-16",2025,1,3,March,108,Bluebird Toys Fort Lauderdale 1,"Fort Lauderdale, FL",Mall,10,189.53000000000003,101.42,88.10999999999999,0.46488682530470093
"2025-03-16",2025,1,3,March,109,Wonderland Toys Lincoln 1,"Lincoln, NE",Mall,8,195.43,113.50999999999999,81.92,0.41917822238141533
"2025-03-16",2025,1,3,March,110,Giggles & Gadgets Lubbock 1,"Lubbock, TX",Downtown,8,121.68,81.94,39.739999999999995,0.326594345825115
"2025-03-16",2025,1,3,March,111,Maple Street Toys Indianapolis 1,"Indianapolis, IN",Mall,21,425.86000000000007,235.66000000000003,190.20000000000002,0.44662565162259893
"2025-03-16",2025,1,3,March,112,Neighborhood Toy Co. Cincinnati 1,"Cincinnati, OH",Commercial,18,361.97,191.57,170.4,0.4707572450755587
"2025-03-16",2025,1,3,March,113,Space Ranger Toys Oceanside 1,"Oceanside, CA",Downtown,13,157.79,90.50999999999999,67.28,0.4263895050383421
"2025-03-16",2025,1,3,March,114,Neighborhood Toy Co. Garland 1,"Garland, TX",Downtown,18,377.33,198.16,179.17000000000002,0.474836350144436
"2025-03-16",2025,1,3,March,115,Mountain Trail Toys Pittsburgh 1,"Pittsburgh, PA",Downtown,13,224.49,118.69,105.80000000000001,0.4712904806450176
"2025-03-16",2025,1,3,March,116,Toy Haven New Orleans 1,"New Orleans, LA",Downtown,4,113.81,71.23,42.58,0.3741323258061682
"2025-03-16",2025,1,3,March,117,Mountain Trail Toys Richmond 1,"Richmond, VA",Suburban,10,256.83,147.05,109.78,0.4274422769925632
"2025-03-16",2025,1,3,March,118,Giggles & Gadgets St. Louis 1,"St. Louis, MO",Mall,7,165.29000000000002,88.63,76.66000000000001,0.46379091294089175
"2025-03-16",2025,1,3,March,119,Adventure Toys Virginia Beach 1,"Virginia Beach, VA",Downtown,14,222.96000000000004,144.23000000000002,78.72999999999999,0.35311266594904905
"2025-03-16",2025,1,3,March,120,Dinosaur Dreams Toys Aurora 1,"Aurora, CO",Downtown,24,443.78,226.86,216.92,0.48880075713191223
"2025-03-17",2025,1,3,March,1,Maple Street Toys Louisville 1,"Louisville, KY",Downtown,9,153.8,94.16,59.64,0.38777633289986996
"2025-03-17",2025,1,3,March,2,Puzzle Planet San Antonio 1,"San Antonio, TX",Commercial,3,54.88,32.14,22.740000000000002,0.4143586005830904
"2025-03-17",2025,1,3,March,3,Wonderland Toys Orlando 1,"Orlando, FL",Mall,5,73.78,44.370000000000005,29.409999999999997,0.39861751152073727
"2025-03-17",2025,1,3,March,4,Spark & Play St. Paul 1,"St. Paul, MN",Downtown,9,204.0,109.21,94.78999999999999,0.464656862745098
"2025-03-17",2025,1,3,March,5,Tiny Treasures Toys Riverside 1,"Riverside, CA",Residential,9,133.34,75.1,58.24000000000001,0.43677816109194545
"2025-03-17",2025,1,3,March,6,Rainbow Toy Market Sacramento 1,"Sacramento, CA",Residential,4,89.60000000000001,46.78,42.82,0.47790178571428565
"2025-03-17",2025,1,3,March,7,Puzzle Planet Las Vegas 1,"Las Vegas, NV",Downtown,4,73.49000000000001,42.779999999999994,30.71,0.41787998367124773
"2025-03-17",2025,1,3,March,8,Neighborhood Toy Co. Santa Rosa 1,"Santa Rosa, CA",Suburban,29,562.7300000000001,337.37,225.36,0.40047624971122914
"2025-03-17",2025,1,3,March,9,Space Ranger Toys Nashville 1,"Nashville, TN",Downtown,6,93.14999999999999,57.870000000000005,35.279999999999994,0.378743961352657
"2025-03-17",2025,1,3,March,10,Board Game Barn Fayetteville 1,"Fayetteville, NC",Mall,14,287.14,164.82,122.32,0.42599428850038307
"2025-03-17",2025,1,3,March,11,Spark & Play Dallas 1,"Dallas, TX",Commercial,21,324.86,201.33,123.52999999999999,0.3802561103244474
"2025-03-17",2025,1,3,March,12,Tiny Treasures Toys San Diego 1,"San Diego, CA",Downtown,16,254.02,146.46,107.56,0.42343122588772536
"2025-03-17",2025,1,3,March,13,Space Ranger Toys Detroit 1,"Detroit, MI",Mall,10,194.97,100.85,94.12,0.482740934502744
"2025-03-17",2025,1,3,March,14,Puzzle Planet Honolulu 1,"Honolulu, HI",Mall,5,113.93,62.97,50.96,0.44729219696304745
"2025-03-17",2025,1,3,March,15,Bluebird Toys Lexington 1,"Lexington, KY",Downtown,20,312.4,152.08,160.32,0.5131882202304737
"2025-03-17",2025,1,3,March,16,Rocketship Toys Chattanooga 1,"Chattanooga, TN",Mall,3,40.29,21.9,18.39,0.4564408041697692
"2025-03-17",2025,1,3,March,17,Mini Makers Asheville 1,"Asheville, NC",Downtown,4,78.2,48.339999999999996,29.86,0.3818414322250639
"2025-03-17",2025,1,3,March,18,Ocean Wave Toys Wichita 1,"Wichita, KS",Downtown,9,125.22999999999999,71.04,54.19,0.43272378822965746
"2025-03-17",2025,1,3,March,19,Bluebird Toys Gainesville 1,"Gainesville, FL",Residential,17,260.07,149.75000000000003,110.32000000000001,0.4241934863690545
"2025-03-17",2025,1,3,March,20,Mini Makers Oxnard 1,"Oxnard, CA",Commercial,23,294.88,184.39999999999998,110.48,0.3746608790016278
"2025-03-17",2025,1,3,March,21,Kids Quest Toys Santa Ana 1,"Santa Ana, CA",Suburban,14,330.22,187.00000000000003,143.22,0.43371085942704857
"2025-03-17",2025,1,3,March,22,City Lights Toys Aurora 1,"Aurora, IL",Mall,24,288.39,163.3,125.09,0.43375290405353867
"2025-03-17",2025,1,3,March,23,Wonderland Toys Irvine 1,"Irvine, CA",Downtown,7,134.33,79.62,54.71000000000001,0.40728057768182835
"2025-03-17",2025,1,3,March,24,Playtime Emporium Los Angeles 1,"Los Angeles, CA",Downtown,13,213.48999999999998,118.04999999999998,95.44,0.44704670007962904
"2025-03-17",2025,1,3,March,25,City Lights Toys Raleigh 1,"Raleigh, NC",Downtown,4,43.34,28.2,15.14,0.3493308721735118
"2025-03-17",2025,1,3,March,26,Board Game Barn Charleston 1,"Charleston, SC",Mall,21,467.02,255.41000000000003,211.60999999999996,0.4531069333219133
"2025-03-17",2025,1,3,March,27,Giggles & Gadgets Gilbert 1,"Gilbert, AZ",Commercial,19,295.75,173.09,122.66000000000001,0.4147421808960271
"2025-03-17",2025,1,3,March,28,Little Sprouts Toys Peoria 1,"Peoria, AZ",Downtown,18,218.39000000000001,137.85999999999999,80.53,0.3687439901094372
"2025-03-17",2025,1,3,March,29,Mini Makers Miami 1,"Miami, FL",Commercial,10,150.04,89.16,60.88,0.4057584644094908
"2025-03-17",2025,1,3,March,30,Bluebird Toys Naperville 1,"Naperville, IL",Residential,13,297.37,154.84,142.53000000000003,0.47930187981302763
"2025-03-17",2025,1,3,March,31,Dinosaur Dreams Toys Glendale 1,"Glendale, AZ",Downtown,4,64.93,43.3,21.630000000000003,0.3331279839827507
"2025-03-17",2025,1,3,March,32,Rainbow Toy Market Tallahassee 1,"Tallahassee, FL",Suburban,16,238.5,138.94,99.56,0.41744234800838576
"2025-03-17",2025,1,3,March,33,Maple Street Toys Dayton 1,"Dayton, OH",Commercial,3,57.92999999999999,40.650000000000006,17.279999999999994,0.29829104091144476
"2025-03-17",2025,1,3,March,34,Sunshine Toy Store Arlington 1,"Arlington, TX",Downtown,10,187.20999999999998,107.82,79.39,0.42406922707120354
"2025-03-17",2025,1,3,March,35,Playtime Emporium Fort Worth 1,"Fort Worth, TX",Commercial,19,273.26,148.03,125.23,0.45828149015589553
"2025-03-17",2025,1,3,March,36,Board Game Barn Minneapolis 1,"Minneapolis, MN",Downtown,6,72.3,38.78,33.52,0.4636237897648687
"2025-03-17",2025,1,3,March,37,Toy Haven Port St. Lucie 1,"Port St. Lucie, FL",Downtown,9,207.62,109.08000000000001,98.53999999999999,0.47461708891243615
