"Date","Year","Quarter","Month_Number","Month_Name","Day_of_Month","Day_of_Week","Day_of_Week_Name","Units_Sold","Revenue","COGS","Gross_Profit","Gross_Margin"
"2025-08-14",2025,3,8,August,14,5,Thursday,1436,25329.890000000007,14303.88999999999,11026.000000000005,0.4352960079968765
"2025-08-15",2025,3,8,August,15,6,Friday,1618,28171.890000000018,15878.62000000001,12293.27,0.4363665341586948
"2025-08-16",2025,3,8,August,16,7,Saturday,1640,28326.96000000003,15946.400000000001,12380.560000000005,0.4370592537992073
"2025-08-17",2025,3,8,August,17,1,Sunday,1463,25472.40000000002,14286.58999999999,11185.810000000007,0.4391345142193118
"2025-08-18",2025,3,8,August,18,2,Monday,1436,25607.080000000016,14472.500000000002,11134.580000000027,0.4348242751614015
"2025-08-19",2025,3,8,August,19,3,Tuesday,1606,28615.45000000003,16070.65000000001,12544.80000000001,0.438392546683697
"2025-08-20",2025,3,8,August,20,4,Wednesday,1458,25011.35999999999,14010.909999999994,11000.450000000013,0.4398181466341701
"2025-08-21",2025,3,8,August,21,5,Thursday,1464,25282.69000000004,14225.449999999997,11057.239999999998,0.43734428575440276
"2025-08-22",2025,3,8,August,22,6,Friday,1674,29334.359999999986,16662.690000000002,12671.670000000015,0.4319736309229184
"2025-08-23",2025,3,8,August,23,7,Saturday,1506,26474.01000000002,14763.569999999998,11710.440000000004,0.4423372205419578
"2025-08-24",2025,3,8,August,24,1,Sunday,1429,24649.80000000003,13860.230000000003,10789.570000000014,0.437714301941598
"2025-08-25",2025,3,8,August,25,2,Monday,1630,28566.14000000005,16297.529999999997,12268.610000000017,0.4294808469047619
"2025-08-26",2025,3,8,August,26,3,Tuesday,1515,26310.199999999997,14768.160000000014,11542.039999999995,0.43869069790423476
"2025-08-27",2025,3,8,August,27,4,Wednesday,1511,25650.78000000003,14557.200000000008,11093.579999999993,0.43248509402053187
"2025-08-28",2025,3,8,August,28,5,Thursday,1403,24557.82000000001,13922.290000000014,10635.53,0.4330811936890162
"2025-08-29",2025,3,8,August,29,6,Friday,1579,27141.67,15168.740000000005,11972.930000000013,0.4411272408809043
"2025-08-30",2025,3,8,August,30,7,Saturday,1568,27167.920000000013,15289.499999999984,11878.420000000004,0.437222282751127
"2025-08-31",2025,3,8,August,31,1,Sunday,1497,25470.450000000033,14275.549999999994,11194.900000000005,0.4395250182073733
"2025-09-01",2025,3,9,September,1,2,Monday,1466,26567.01000000001,14991.509999999986,11575.500000000016,0.4357095510559906
"2025-09-02",2025,3,9,September,2,3,Tuesday,1565,26806.270000000055,15182.089999999995,11624.180000000004,0.4336366081517488
"2025-09-03",2025,3,9,September,3,4,Wednesday,1586,28035.140000000014,15798.809999999994,12236.330000000004,0.4364640233649626
"2025-09-04",2025,3,9,September,4,5,Thursday,1593,27652.360000000015,15618.77999999999,12033.58000000001,0.4351737066926658
"2025-09-05",2025,3,9,September,5,6,Friday,1556,26839.730000000043,15172.230000000005,11667.500000000022,0.434710036203792
"2025-09-06",2025,3,9,September,6,7,Saturday,1512,26769.800000000017,15047.369999999992,11722.430000000008,0.4378975562013911
"2025-09-07",2025,3,9,September,7,1,Sunday,1521,26649.09000000003,15166.730000000001,11482.360000000015,0.43087249883579526
"2025-09-08",2025,3,9,September,8,2,Monday,1583,26377.550000000065,14769.460000000012,11608.090000000013,0.44007460890037114
"2025-09-09",2025,3,9,September,9,3,Tuesday,1546,27256.93000000002,15405.150000000003,11851.779999999999,0.43481712724066834
"2025-09-10",2025,3,9,September,10,4,Wednesday,1519,26497.710000000046,14847.689999999999,11650.02000000001,0.43966138960687506
"2025-09-11",2025,3,9,September,11,5,Thursday,1362,23542.510000000028,13093.780000000012,10448.730000000009,0.44382395929745794
"2025-09-12",2025,3,9,September,12,6,Friday,1502,26223.740000000016,14764.26999999999,11459.469999999994,0.43698839295996633
"2025-09-13",2025,3,9,September,13,7,Saturday,1604,27995.03000000003,15696.56,12298.469999999998,0.43930904878473015
"2025-09-14",2025,3,9,September,14,1,Sunday,1612,29756.020000000048,16711.259999999987,13044.760000000002,0.4383906181001351
"2025-09-15",2025,3,9,September,15,2,Monday,1748,29942.450000000023,16784.489999999998,13157.960000000014,0.4394416622554268
"2025-09-16",2025,3,9,September,16,3,Tuesday,1578,27447.070000000018,15486.299999999996,11960.769999999988,0.4357758405542005
"2025-09-17",2025,3,9,September,17,4,Wednesday,1502,26605.800000000032,14916.310000000009,11689.490000000005,0.43935871125844705
"2025-09-18",2025,3,9,September,18,5,Thursday,1657,28493.810000000023,16099.800000000007,12394.009999999995,0.43497201672924696
"2025-09-19",2025,3,9,September,19,6,Friday,1479,25218.530000000042,14185.42,11033.110000000008,0.43750012391681786
"2025-09-20",2025,3,9,September,20,7,Saturday,1541,26682.320000000054,15017.919999999993,11664.400000000003,0.43715838802622786
"2025-09-21",2025,3,9,September,21,1,Sunday,1611,28260.370000000035,15965.34000000001,12295.030000000026,0.4350625982603912
"2025-09-22",2025,3,9,September,22,2,Monday,1622,27702.340000000033,15471.819999999989,12230.52000000001,0.4414977218530996
"2025-09-23",2025,3,9,September,23,3,Tuesday,1501,26213.850000000013,14882.409999999989,11331.440000000019,0.4322692012047072
"2025-09-24",2025,3,9,September,24,4,Wednesday,1459,25604.99,14447.339999999997,11157.65000000001,0.43576076381986517
"2025-09-25",2025,3,9,September,25,5,Thursday,1511,25736.490000000056,14412.719999999998,11323.770000000024,0.4399889029156656
"2025-09-26",2025,3,9,September,26,6,Friday,1480,25644.140000000025,14524.999999999996,11119.139999999998,0.43359379569757406
"2025-09-27",2025,3,9,September,27,7,Saturday,1570,28484.280000000006,16010.549999999992,12473.730000000009,0.4379162822441012
"2025-09-28",2025,3,9,September,28,1,Sunday,1578,26131.81000000005,14583.21,11548.600000000008,0.44193647512361317
"2025-09-29",2025,3,9,September,29,2,Monday,1498,25391.040000000037,14200.12000000001,11190.919999999996,0.44074287622720376
"2025-09-30",2025,3,9,September,30,3,Tuesday,1494,25783.01000000001,14496.399999999994,11286.610000000017,0.4377537766149109
"2025-10-01",2025,4,10,October,1,4,Wednesday,1589,26846.55000000006,15131.190000000004,11715.36,0.43638232845561065
"2025-10-02",2025,4,10,October,2,5,Thursday,1568,26313.570000000018,14906.790000000006,11406.780000000026,0.4334942009009047
"2025-10-03",2025,4,10,October,3,6,Friday,1579,28139.770000000026,15593.159999999996,12546.609999999999,0.44586753907370197
"2025-10-04",2025,4,10,October,4,7,Saturday,1483,26339.140000000032,14917.030000000004,11422.11000000002,0.43365538890032124
"2025-10-05",2025,4,10,October,5,1,Sunday,1576,28402.450000000023,15950.479999999998,12451.970000000007,0.4384118271487142
"2025-10-06",2025,4,10,October,6,2,Monday,1570,26542.29000000002,15017.589999999993,11524.699999999999,0.4342014196966423
"2025-10-07",2025,4,10,October,7,3,Tuesday,1635,27729.140000000058,15589.059999999992,12140.080000000007,0.4378094668640997
"2025-10-08",2025,4,10,October,8,4,Wednesday,1508,26653.170000000053,14873.660000000013,11779.510000000011,0.4419553096310866
"2025-10-09",2025,4,10,October,9,5,Thursday,1561,26692.900000000016,15115.839999999998,11577.060000000012,0.43371308475287457
"2025-10-10",2025,4,10,October,10,6,Friday,1552,26596.110000000015,15044.270000000015,11551.840000000006,0.43434321786155944
"2025-10-11",2025,4,10,October,11,7,Saturday,1460,24433.699999999993,13833.20000000002,10600.500000000004,0.4338475138845122
"2025-10-12",2025,4,10,October,12,1,Sunday,1486,25491.220000000023,14400.759999999984,11090.460000000012,0.43506980050385985
"2025-10-13",2025,4,10,October,13,2,Monday,1565,27461.51999999999,15362.000000000002,12099.52,0.44059906370805424
"2025-10-14",2025,4,10,October,14,3,Tuesday,1657,29093.600000000046,16375.320000000005,12718.280000000004,0.4371504385844304
"2025-10-15",2025,4,10,October,15,4,Wednesday,1576,28379.130000000034,15744.619999999999,12634.509999999998,0.44520427511343663
"2025-10-16",2025,4,10,October,16,5,Thursday,1383,24144.810000000027,13714.669999999982,10430.140000000014,0.4319826911042167
"2025-10-17",2025,4,10,October,17,6,Friday,1650,27997.15000000005,15641.60999999999,12355.540000000012,0.44131420519588566
"2025-10-18",2025,4,10,October,18,7,Saturday,1608,27606.680000000015,15368.550000000003,12238.129999999994,0.4433032150189732
"2025-10-19",2025,4,10,October,19,1,Sunday,1629,28643.250000000076,16116.399999999998,12526.850000000002,0.4373403856056826
"2025-10-20",2025,4,10,October,20,2,Monday,1565,27279.640000000018,15189.579999999984,12090.060000000012,0.44318986614192873
"2025-10-21",2025,4,10,October,21,3,Tuesday,1519,25956.140000000058,14732.519999999995,11223.62,0.4324071298737014
"2025-10-22",2025,4,10,October,22,4,Wednesday,1634,27972.370000000028,15899.989999999998,12072.380000000003,0.4315823078273307
"2025-10-23",2025,4,10,October,23,5,Thursday,1517,25660.900000000038,14465.300000000001,11195.599999999999,0.4362902314416089
"2025-10-24",2025,4,10,October,24,6,Friday,1486,26072.86999999999,14559.799999999996,11513.07,0.44157279194810556
"2025-10-25",2025,4,10,October,25,7,Saturday,1738,29839.13000000002,16917.179999999993,12921.950000000006,0.43305384573879996
"2025-10-26",2025,4,10,October,26,1,Sunday,1581,26301.57,14843.480000000007,11458.089999999998,0.43564281523878606
"2025-10-27",2025,4,10,October,27,2,Monday,1613,28938.60999999998,16211.790000000017,12726.820000000003,0.4397868453253288
"2025-10-28",2025,4,10,October,28,3,Tuesday,1498,26527.560000000016,14917.349999999997,11610.210000000021,0.4376659594776155
"2025-10-29",2025,4,10,October,29,4,Wednesday,1530,27917.460000000014,15540.180000000002,12377.279999999999,0.44335265457530854
"2025-10-30",2025,4,10,October,30,5,Thursday,1621,28257.400000000027,15921.669999999998,12335.730000000001,0.43654865628118616
"2025-10-31",2025,4,10,October,31,6,Friday,1415,25230.990000000027,14169.059999999994,11061.930000000011,0.43842631620875755
"2025-11-01",2025,4,11,November,1,7,Saturday,1490,25207.490000000023,14270.359999999991,10937.130000000012,0.4338841352312349
"2025-11-02",2025,4,11,November,2,1,Sunday,1511,26482.920000000035,14951.299999999996,11531.620000000012,0.4354361226027944
"2025-11-03",2025,4,11,November,3,2,Monday,1577,27076.449999999997,15376.18,11700.270000000008,0.43211979413844903
"2025-11-04",2025,4,11,November,4,3,Tuesday,1539,26581.60000000005,15041.850000000013,11539.75,0.43412548529810013
"2025-11-05",2025,4,11,November,5,4,Wednesday,1558,27138.170000000013,15307.23000000002,11830.940000000013,0.4359520188723119
"2025-11-06",2025,4,11,November,6,5,Thursday,1542,26040.20000000002,14764.48999999999,11275.710000000001,0.4330116512161962
"2025-11-07",2025,4,11,November,7,6,Friday,1637,28246.93000000002,16077.120000000014,12169.810000000023,0.430836554627353
"2025-11-08",2025,4,11,November,8,7,Saturday,1626,27873.83000000003,15850.429999999995,12023.400000000018,0.43135084055546025
"2025-11-09",2025,4,11,November,9,1,Sunday,1499,26418.690000000006,14813.88,11604.81000000001,0.4392651565993623
"2025-11-10",2025,4,11,November,10,2,Monday,1613,28431.680000000048,16014.2,12417.480000000012,0.43674802192483847
"2025-11-11",2025,4,11,November,11,3,Tuesday,1658,29929.140000000025,16875.909999999985,13053.230000000001,0.43613782420744435
"2025-11-12",2025,4,11,November,12,4,Wednesday,1622,28127.89000000005,15996.939999999982,12130.950000000019,0.43127835042017004
"2025-11-13",2025,4,11,November,13,5,Thursday,1512,26534.77000000003,14974.479999999996,11560.290000000008,0.4356657321695268
"2025-11-14",2025,4,11,November,14,6,Friday,1444,24609.500000000033,13947.47000000001,10662.030000000015,0.43324854222962683
"2025-11-15",2025,4,11,November,15,7,Saturday,1545,26748.410000000014,15059.20999999999,11689.200000000015,0.4370054145274433
"2025-11-16",2025,4,11,November,16,1,Sunday,1443,24791.89000000005,13857.769999999997,10934.120000000004,0.44103616142214175
"2025-11-17",2025,4,11,November,17,2,Monday,1531,26784.620000000017,15247.139999999996,11537.480000000005,0.43075018424752703
"2025-11-18",2025,4,11,November,18,3,Tuesday,1467,25626.740000000038,14469.180000000002,11157.560000000003,0.4353874117425777
"2025-11-19",2025,4,11,November,19,4,Wednesday,1467,25301.770000000004,14297.579999999996,11004.190000000011,0.43491779428870037
"2025-11-20",2025,4,11,November,20,5,Thursday,1496,26428.640000000018,14817.420000000011,11611.22000000001,0.43934231954425207
"2025-11-21",2025,4,11,November,21,6,Friday,1618,26609.46000000002,15130.679999999991,11478.779999999999,0.4313796672311272
"2025-11-22",2025,4,11,November,22,7,Saturday,1513,25713.790000000008,14535.379999999996,11178.410000000007,0.4347243249633758
"2025-11-23",2025,4,11,November,23,1,Sunday,1562,29068.040000000026,16136.229999999998,12931.810000000021,0.44488070059075224
"2025-11-24",2025,4,11,November,24,2,Monday,1404,24900.23000000001,14116.569999999992,10783.660000000005,0.4330747145709096
"2025-11-25",2025,4,11,November,25,3,Tuesday,1609,28859.02000000006,16284.309999999998,12574.709999999997,0.43572893327631956
"2025-11-26",2025,4,11,November,26,4,Wednesday,1597,28777.31000000004,16164.320000000007,12612.989999999989,0.4382963522302804
"2025-11-27",2025,4,11,November,27,5,Thursday,1519,26115.45000000001,14618.080000000009,11497.370000000006,0.44025165179998815
"2025-11-28",2025,4,11,November,28,6,Friday,1562,27299.900000000027,15400.809999999981,11899.090000000007,0.43586569914175494
"2025-11-29",2025,4,11,November,29,7,Saturday,1549,28056.960000000043,15613.919999999987,12443.040000000015,0.4434920960788338
"2025-11-30",2025,4,11,November,30,1,Sunday,1602,28480.580000000027,15940.989999999996,12539.590000000006,0.4402856262056459
"2025-12-01",2025,4,12,December,1,2,Monday,1598,28139.48000000001,15827.300000000008,12312.180000000004,0.43754113437774966
"2025-12-02",2025,4,12,December,2,3,Tuesday,1533,26793.160000000025,15215.919999999984,11577.240000000002,0.43209684859867187
"2025-12-03",2025,4,12,December,3,4,Wednesday,1477,25031.20000000001,14229.829999999994,10801.370000000004,0.43151626769791296
"2025-12-04",2025,4,12,December,4,5,Thursday,1395,24579.70000000004,13702.960000000003,10876.740000000009,0.4425090623563343
"2025-12-05",2025,4,12,December,5,6,Friday,1482,25272.910000000036,14270.660000000014,11002.25000000001,0.43533767975274684
"2025-12-06",2025,4,12,December,6,7,Saturday,1508,25979.72000000003,14564.480000000014,11415.239999999996,0.43939041683282126
"2025-12-07",2025,4,12,December,7,1,Sunday,1560,26494.670000000002,14890.74999999999,11603.919999999996,0.43797186377486474
"2025-12-08",2025,4,12,December,8,2,Monday,1616,28282.460000000017,15883.959999999988,12398.500000000007,0.43838124406434237
"2025-12-09",2025,4,12,December,9,3,Tuesday,1652,28946.38000000004,16450.56000000001,12495.82000000002,0.4316885220189883
"2025-12-10",2025,4,12,December,10,4,Wednesday,1455,25262.140000000025,14053.140000000005,11209.000000000005,0.4437074610464511
"2025-12-11",2025,4,12,December,11,5,Thursday,1639,27768.000000000095,15449.37,12318.630000000005,0.4436268366464982
"2025-12-12",2025,4,12,December,12,6,Friday,1551,27178.190000000006,15327.789999999986,11850.400000000009,0.43602609298117373
"2025-12-13",2025,4,12,December,13,7,Saturday,1553,27381.760000000042,15416.340000000007,11965.420000000004,0.43698505866679077
"2025-12-14",2025,4,12,December,14,1,Sunday,1626,28311.790000000023,15935.36,12376.430000000002,0.4371475629057715
"2025-12-15",2025,4,12,December,15,2,Monday,1598,27694.100000000013,15730.150000000005,11963.950000000019,0.4320035675468787
"2025-12-16",2025,4,12,December,16,3,Tuesday,1537,26646.28000000001,15051.09999999999,11595.180000000008,0.4351519236456272
"2025-12-17",2025,4,12,December,17,4,Wednesday,1528,26235.280000000057,14690.749999999982,11544.52999999999,0.44003837580540267
"2025-12-18",2025,4,12,December,18,5,Thursday,1602,27078.580000000024,15359.449999999992,11719.130000000003,0.4327822950834199
"2025-12-19",2025,4,12,December,19,6,Friday,1551,26359.71000000005,14827.559999999981,11532.150000000014,0.43749153537728575
"2025-12-20",2025,4,12,December,20,7,Saturday,1615,27293.880000000037,15395.37000000001,11898.510000000004,0.43594058448267475
"2025-12-21",2025,4,12,December,21,1,Sunday,1533,26422.700000000008,14902.489999999996,11520.210000000003,0.4359966998073626
"2025-12-22",2025,4,12,December,22,2,Monday,1746,31305.95000000002,17845.280000000013,13460.670000000006,0.4299716188136759
"2025-12-23",2025,4,12,December,23,3,Tuesday,1540,26255.560000000005,14701.489999999985,11554.07,0.44006183833062396
"2025-12-24",2025,4,12,December,24,4,Wednesday,1616,27957.9,15876.19999999999,12081.699999999999,0.4321390376244281
"2025-12-25",2025,4,12,December,25,5,Thursday,1529,26473.44999999999,14906.729999999989,11566.720000000016,0.4369177421152143
"2025-12-26",2025,4,12,December,26,6,Friday,1581,27401.07000000004,15428.579999999998,11972.490000000003,0.43693512698591647
"2025-12-27",2025,4,12,December,27,7,Saturday,1472,26621.610000000015,14831.210000000008,11790.40000000001,0.44288831516951843
"2025-12-28",2025,4,12,December,28,1,Sunday,1539,26780.15000000005,15071.779999999993,11708.370000000004,0.4372033016992057
"2025-12-29",2025,4,12,December,29,2,Monday,1605,26794.940000000042,15093.949999999986,11700.990000000013,0.43668655350599755
"2025-12-30",2025,4,12,December,30,3,Tuesday,1531,26971.000000000007,15249.92999999999,11721.070000000012,0.43458047532534977
"2025-12-31",2025,4,12,December,31,4,Wednesday,1541,27305.53000000005,15426.480000000005,11879.05,0.4350419127554007
